Response_ID,Submitted_DateTime,WO_No,Machine_ID,Cell_ID,Checklist_ID,Item_No,Check_Point,Result,Measured_Value,Observation,Photo_Link,Action_Taken,Tech_ID,Follow_Up_Required,Follow_Up_WO
CR-90641,2026-05-04T11:17:00,WO-1032,MC-08-030,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-01,No,
CR-90642,2026-05-04T11:17:00,WO-1032,MC-08-030,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-01,No,
CR-90643,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-06,No,
CR-90644,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,2,Clutch & brake air pressure,OK,45.6,Within standard,,No action,TECH-06,No,
CR-90645,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,3,Die clamping bolt torque,OK,8.9,Within standard,,No action,TECH-06,No,
CR-90646,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-06,No,
CR-90647,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,5,Flywheel bearing temperature,OK,21.8,Within standard,,No action,TECH-06,No,
CR-90648,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-06,No,
CR-90649,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-06,No,
CR-90650,2026-05-08T09:37:00,WO-1033,MC-01-001,CELL-01,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-06,No,
CR-90651,2026-05-08T09:38:00,WO-1033,MC-01-002,CELL-01,CL-FEED,1,Feed roller wear,OK,,Within standard,,No action,TECH-03,No,
CR-90652,2026-05-08T09:38:00,WO-1033,MC-01-002,CELL-01,CL-FEED,2,Servo backlash check,OK,38.3,Within standard,,No action,TECH-03,No,
CR-90653,2026-05-08T09:38:00,WO-1033,MC-01-002,CELL-01,CL-FEED,3,Strip guide alignment,OK,48.9,Within standard,,No action,TECH-03,No,
CR-90654,2026-05-08T09:38:00,WO-1033,MC-01-002,CELL-01,CL-FEED,4,Lubrication unit level,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-002_4.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90655,2026-05-08T10:14:00,WO-1033,MC-01-003,CELL-01,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-04,No,
CR-90656,2026-05-08T10:14:00,WO-1033,MC-01-003,CELL-01,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90657,2026-05-08T10:14:00,WO-1033,MC-01-003,CELL-01,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-04,No,
CR-90658,2026-05-08T10:14:00,WO-1033,MC-01-003,CELL-01,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90659,2026-05-08T10:14:00,WO-1033,MC-01-003,CELL-01,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90660,2026-05-08T10:14:00,WO-1033,MC-01-003,CELL-01,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90661,2026-05-08T11:34:00,WO-1033,MC-01-004,CELL-01,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-01,No,
CR-90662,2026-05-08T11:34:00,WO-1033,MC-01-004,CELL-01,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-01,No,
CR-90663,2026-05-08T11:34:00,WO-1033,MC-01-004,CELL-01,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-01,No,
CR-90664,2026-05-08T11:34:00,WO-1033,MC-01-004,CELL-01,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-01,No,
CR-90665,2026-05-08T11:34:00,WO-1033,MC-01-004,CELL-01,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-01,No,
CR-90666,2026-05-08T11:34:00,WO-1033,MC-01-004,CELL-01,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-01,No,
CR-90667,2026-05-14T09:55:00,WO-1034,MC-02-005,CELL-02,CL-WELD,1,Electrode tip dressing condition,OK,,Within standard,,No action,TECH-03,No,
CR-90668,2026-05-14T09:55:00,WO-1034,MC-02-005,CELL-02,CL-WELD,2,Weld current calibration,OK,57.4,Within standard,,No action,TECH-03,No,
CR-90669,2026-05-14T09:55:00,WO-1034,MC-02-005,CELL-02,CL-WELD,3,Cooling water flow rate,OK,21,Within standard,,No action,TECH-03,No,
CR-90670,2026-05-14T09:55:00,WO-1034,MC-02-005,CELL-02,CL-WELD,4,Transformer terminal tightness,OK,,Within standard,,No action,TECH-03,No,
CR-90671,2026-05-14T09:55:00,WO-1034,MC-02-005,CELL-02,CL-WELD,5,Pneumatic cylinder leak check,OK,,Within standard,,No action,TECH-03,No,
CR-90672,2026-05-14T09:55:00,WO-1034,MC-02-005,CELL-02,CL-WELD,6,Earth continuity,OK,12,Within standard,,No action,TECH-03,No,
CR-90673,2026-05-14T09:53:00,WO-1034,MC-02-006,CELL-02,CL-GEN,1,General cleanliness and 5S,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-006_1.jpg,Adjusted and re-verified,TECH-06,Yes,
CR-90674,2026-05-14T09:53:00,WO-1034,MC-02-006,CELL-02,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-06,No,
CR-90675,2026-05-14T09:53:00,WO-1034,MC-02-006,CELL-02,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-06,No,
CR-90676,2026-05-14T09:53:00,WO-1034,MC-02-006,CELL-02,CL-GEN,4,Lubrication as per chart,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-006_4.jpg,Adjusted and re-verified,TECH-06,No,
CR-90677,2026-05-14T09:53:00,WO-1034,MC-02-006,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-06,No,
CR-90678,2026-05-14T09:53:00,WO-1034,MC-02-006,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-06,No,
CR-90679,2026-05-14T10:46:00,WO-1034,MC-02-007,CELL-02,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-02,No,
CR-90680,2026-05-14T10:46:00,WO-1034,MC-02-007,CELL-02,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-02,No,
CR-90681,2026-05-14T10:46:00,WO-1034,MC-02-007,CELL-02,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-02,No,
CR-90682,2026-05-14T10:46:00,WO-1034,MC-02-007,CELL-02,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-02,No,
CR-90683,2026-05-14T10:46:00,WO-1034,MC-02-007,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-02,No,
CR-90684,2026-05-14T10:46:00,WO-1034,MC-02-007,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-02,No,
CR-90685,2026-05-14T11:32:00,WO-1034,MC-02-008,CELL-02,CL-VISION,1,Camera lens cleanliness,OK,,Within standard,,No action,TECH-06,No,
CR-90686,2026-05-14T11:32:00,WO-1034,MC-02-008,CELL-02,CL-VISION,2,Lighting intensity,OK,10.8,Within standard,,No action,TECH-06,No,
CR-90687,2026-05-14T11:32:00,WO-1034,MC-02-008,CELL-02,CL-VISION,3,Reject gate actuation,OK,,Within standard,,No action,TECH-06,No,
CR-90688,2026-05-14T11:32:00,WO-1034,MC-02-008,CELL-02,CL-VISION,4,Master sample pass/fail check,OK,,Within standard,,No action,TECH-06,No,
CR-90689,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-009_1.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90690,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,36.8,Within standard,,No action,TECH-03,No,
CR-90691,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,47.1,Within standard,,No action,TECH-03,No,
CR-90692,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-03,No,
CR-90693,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,3.1,Within standard,,No action,TECH-03,No,
CR-90694,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-03,No,
CR-90695,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-03,No,
CR-90696,2026-05-26T09:49:00,WO-1035,MC-03-009,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-03,No,
CR-90697,2026-05-26T10:29:00,WO-1035,MC-03-010,CELL-03,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-01,No,
CR-90698,2026-05-26T10:29:00,WO-1035,MC-03-010,CELL-03,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-01,No,
CR-90699,2026-05-26T10:29:00,WO-1035,MC-03-010,CELL-03,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-01,No,
CR-90700,2026-05-26T10:29:00,WO-1035,MC-03-010,CELL-03,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-01,No,
CR-90701,2026-05-26T10:29:00,WO-1035,MC-03-010,CELL-03,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-01,No,
CR-90702,2026-05-26T10:29:00,WO-1035,MC-03-010,CELL-03,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-01,No,
CR-90703,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-05,No,
CR-90704,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,22.9,Within standard,,No action,TECH-05,No,
CR-90705,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,27.2,Within standard,,No action,TECH-05,No,
CR-90706,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-05,No,
CR-90707,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,5.5,Within standard,,No action,TECH-05,No,
CR-90708,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-05,No,
CR-90709,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-05,No,
CR-90710,2026-05-26T10:54:00,WO-1035,MC-03-011,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-05,No,
CR-90711,2026-05-26T11:54:00,WO-1035,MC-03-012,CELL-03,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-02,No,
CR-90712,2026-05-26T11:54:00,WO-1035,MC-03-012,CELL-03,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-02,No,
CR-90713,2026-05-26T11:54:00,WO-1035,MC-03-012,CELL-03,CL-TEST,3,Reference standard verification,OK,15.7,Within standard,,No action,TECH-02,No,
CR-90714,2026-05-26T11:54:00,WO-1035,MC-03-012,CELL-03,CL-TEST,4,Earthing of test bench,OK,7.7,Within standard,,No action,TECH-02,No,
CR-90715,2026-05-26T11:54:00,WO-1035,MC-03-012,CELL-03,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-02,No,
CR-90716,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-013_1.jpg,Adjusted and re-verified,TECH-05,No,
CR-90717,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,2,Sand hopper level sensor,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-013_2.jpg,Adjusted and re-verified,TECH-05,No,
CR-90718,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,3,Filling nozzle wear,OK,54,Within standard,,No action,TECH-05,No,
CR-90719,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,4,Compaction cycle time,OK,27.3,Within standard,,No action,TECH-05,No,
CR-90720,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,5,Dust extraction suction,OK,6.2,Within standard,,No action,TECH-05,No,
CR-90721,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-05,No,
CR-90722,2026-05-30T09:21:00,WO-1036,MC-04-013,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-05,No,
CR-90723,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-06,No,
CR-90724,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-06,No,
CR-90725,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,3,Filling nozzle wear,OK,33,Within standard,,No action,TECH-06,No,
CR-90726,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,4,Compaction cycle time,OK,53.6,Within standard,,No action,TECH-06,No,
CR-90727,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,5,Dust extraction suction,OK,51.2,Within standard,,No action,TECH-06,No,
CR-90728,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-06,No,
CR-90729,2026-05-30T10:20:00,WO-1036,MC-04-014,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-06,No,
CR-90730,2026-05-30T11:49:00,WO-1036,MC-04-015,CELL-04,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-06,No,
CR-90731,2026-05-30T11:49:00,WO-1036,MC-04-015,CELL-04,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-06,No,
CR-90732,2026-05-30T11:49:00,WO-1036,MC-04-015,CELL-04,CL-OVEN,3,Temperature sensor calibration,OK,31,Within standard,,No action,TECH-06,No,
CR-90733,2026-05-30T11:49:00,WO-1036,MC-04-015,CELL-04,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-06,No,
CR-90734,2026-05-30T11:49:00,WO-1036,MC-04-015,CELL-04,CL-OVEN,5,Insulation surface temperature,OK,8.2,Within standard,,No action,TECH-06,No,
CR-90735,2026-05-30T11:49:00,WO-1036,MC-04-015,CELL-04,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-06,No,
CR-90736,2026-05-30T11:42:00,WO-1036,MC-04-016,CELL-04,CL-UTIL,1,Motor current draw,OK,22.3,Within standard,,No action,TECH-02,No,
CR-90737,2026-05-30T11:42:00,WO-1036,MC-04-016,CELL-04,CL-UTIL,2,Vibration level at bearing,OK,34.8,Within standard,,No action,TECH-02,No,
CR-90738,2026-05-30T11:42:00,WO-1036,MC-04-016,CELL-04,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-02,No,
CR-90739,2026-05-30T11:42:00,WO-1036,MC-04-016,CELL-04,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-02,No,
CR-90740,2026-05-30T11:42:00,WO-1036,MC-04-016,CELL-04,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-02,No,
CR-90741,2026-06-07T08:23:00,WO-1037,MC-05-017,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-01,No,
CR-90742,2026-06-07T08:23:00,WO-1037,MC-05-017,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-01,No,
CR-90743,2026-06-07T08:23:00,WO-1037,MC-05-017,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,41.1,Within standard,,No action,TECH-01,No,
CR-90744,2026-06-07T08:23:00,WO-1037,MC-05-017,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-01,No,
CR-90745,2026-06-07T08:23:00,WO-1037,MC-05-017,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,21.3,Within standard,,No action,TECH-01,No,
CR-90746,2026-06-07T08:23:00,WO-1037,MC-05-017,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-01,No,
CR-90747,2026-06-07T10:30:00,WO-1037,MC-05-018,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-05,No,
CR-90748,2026-06-07T10:30:00,WO-1037,MC-05-018,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-05,No,
CR-90749,2026-06-07T10:30:00,WO-1037,MC-05-018,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,26.5,Within standard,,No action,TECH-05,No,
CR-90750,2026-06-07T10:30:00,WO-1037,MC-05-018,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-05,No,
CR-90751,2026-06-07T10:30:00,WO-1037,MC-05-018,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,54.7,Within standard,,No action,TECH-05,No,
CR-90752,2026-06-07T10:30:00,WO-1037,MC-05-018,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-05,No,
CR-90753,2026-06-07T10:48:00,WO-1037,MC-05-019,CELL-05,CL-UTIL,1,Motor current draw,OK,20,Within standard,,No action,TECH-01,No,
CR-90754,2026-06-07T10:48:00,WO-1037,MC-05-019,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,42.9,Within standard,,No action,TECH-01,No,
CR-90755,2026-06-07T10:48:00,WO-1037,MC-05-019,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-01,No,
CR-90756,2026-06-07T10:48:00,WO-1037,MC-05-019,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-01,No,
CR-90757,2026-06-07T10:48:00,WO-1037,MC-05-019,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-01,No,
CR-90758,2026-06-07T13:02:00,WO-1037,MC-05-020,CELL-05,CL-UTIL,1,Motor current draw,OK,12.6,Within standard,,No action,TECH-03,No,
CR-90759,2026-06-07T13:02:00,WO-1037,MC-05-020,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,57.4,Within standard,,No action,TECH-03,No,
CR-90760,2026-06-07T13:02:00,WO-1037,MC-05-020,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-03,No,
CR-90761,2026-06-07T13:02:00,WO-1037,MC-05-020,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-03,No,
CR-90762,2026-06-07T13:02:00,WO-1037,MC-05-020,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-03,No,
CR-90763,2026-06-20T08:56:00,WO-1038,MC-06-021,CELL-06,CL-GEN,1,General cleanliness and 5S,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-021_1.jpg,Adjusted and re-verified,TECH-06,Yes,
CR-90764,2026-06-20T08:56:00,WO-1038,MC-06-021,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-06,No,
CR-90765,2026-06-20T08:56:00,WO-1038,MC-06-021,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-06,No,
CR-90766,2026-06-20T08:56:00,WO-1038,MC-06-021,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-06,No,
CR-90767,2026-06-20T08:56:00,WO-1038,MC-06-021,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-06,No,
CR-90768,2026-06-20T08:56:00,WO-1038,MC-06-021,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-06,No,
CR-90769,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-06,No,
CR-90770,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,2,Clutch & brake air pressure,OK,34.8,Within standard,,No action,TECH-06,No,
CR-90771,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,3,Die clamping bolt torque,OK,37.5,Within standard,,No action,TECH-06,No,
CR-90772,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-06,No,
CR-90773,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,5,Flywheel bearing temperature,OK,2.8,Within standard,,No action,TECH-06,No,
CR-90774,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-06,No,
CR-90775,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-06,No,
CR-90776,2026-06-20T10:37:00,WO-1038,MC-06-022,CELL-06,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-06,No,
CR-90777,2026-06-20T10:46:00,WO-1038,MC-06-023,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-06,No,
CR-90778,2026-06-20T10:46:00,WO-1038,MC-06-023,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-06,No,
CR-90779,2026-06-20T10:46:00,WO-1038,MC-06-023,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-06,No,
CR-90780,2026-06-20T10:46:00,WO-1038,MC-06-023,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-06,No,
CR-90781,2026-06-20T10:46:00,WO-1038,MC-06-023,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-06,No,
CR-90782,2026-06-20T10:46:00,WO-1038,MC-06-023,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-06,No,
CR-90783,2026-06-20T12:09:00,WO-1038,MC-06-024,CELL-06,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-02,No,
CR-90784,2026-06-20T12:09:00,WO-1038,MC-06-024,CELL-06,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-02,No,
CR-90785,2026-06-20T12:09:00,WO-1038,MC-06-024,CELL-06,CL-TEST,3,Reference standard verification,OK,4.5,Within standard,,No action,TECH-02,No,
CR-90786,2026-06-20T12:09:00,WO-1038,MC-06-024,CELL-06,CL-TEST,4,Earthing of test bench,OK,26.9,Within standard,,No action,TECH-02,No,
CR-90787,2026-06-20T12:09:00,WO-1038,MC-06-024,CELL-06,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-02,No,
CR-90788,2026-06-22T08:23:00,WO-1039,MC-07-025,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-05,No,
CR-90789,2026-06-22T08:23:00,WO-1039,MC-07-025,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-05,No,
CR-90790,2026-06-22T08:23:00,WO-1039,MC-07-025,CELL-07,CL-TEST,3,Reference standard verification,OK,16.8,Within standard,,No action,TECH-05,No,
CR-90791,2026-06-22T08:23:00,WO-1039,MC-07-025,CELL-07,CL-TEST,4,Earthing of test bench,OK,15.6,Within standard,,No action,TECH-05,No,
CR-90792,2026-06-22T08:23:00,WO-1039,MC-07-025,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-05,No,
CR-90793,2026-06-22T09:15:00,WO-1039,MC-07-026,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-01,No,
CR-90794,2026-06-22T09:15:00,WO-1039,MC-07-026,CELL-07,CL-TEST,2,Test lead / probe condition,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-07-026_2.jpg,Adjusted and re-verified,TECH-01,No,
CR-90795,2026-06-22T09:15:00,WO-1039,MC-07-026,CELL-07,CL-TEST,3,Reference standard verification,OK,54.2,Within standard,,No action,TECH-01,No,
CR-90796,2026-06-22T09:15:00,WO-1039,MC-07-026,CELL-07,CL-TEST,4,Earthing of test bench,NOT OK,49,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-07-026_4.jpg,Adjusted and re-verified,TECH-01,No,
CR-90797,2026-06-22T09:15:00,WO-1039,MC-07-026,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-01,No,
CR-90798,2026-06-22T10:19:00,WO-1039,MC-07-027,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-06,No,
CR-90799,2026-06-22T10:19:00,WO-1039,MC-07-027,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-06,No,
CR-90800,2026-06-22T10:19:00,WO-1039,MC-07-027,CELL-07,CL-TEST,3,Reference standard verification,OK,28.5,Within standard,,No action,TECH-06,No,
CR-90801,2026-06-22T10:19:00,WO-1039,MC-07-027,CELL-07,CL-TEST,4,Earthing of test bench,OK,52.9,Within standard,,No action,TECH-06,No,
CR-90802,2026-06-22T10:19:00,WO-1039,MC-07-027,CELL-07,CL-TEST,5,Interlock and guard function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-07-027_5.jpg,Adjusted and re-verified,TECH-06,No,
CR-90803,2026-06-28T09:18:00,WO-1040,MC-08-028,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-06,No,
CR-90804,2026-06-28T09:18:00,WO-1040,MC-08-028,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-06,No,
CR-90805,2026-06-28T09:18:00,WO-1040,MC-08-028,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-06,No,
